product,vendor,category,price,ranking,skin_type,skin_type_code,skin_problem_code
klavuu-phytoncide-peeling-gel,Klavuu,Exfoliators,15.95,4.5,Normal,N,
klavuu-white-pearlsation-special-divine-pearl-serum,Klavuu,Serum,28.95,4.8,Normal,N,
klavuu-blue-pearlsation-marine-aqua-enriched-cream,Klavuu,Moisturisers,23.95,4.67,Normal,N,
klavuu-blue-pearlsation-one-day-8-cups-marine-collagen-aqua-cream,Klavuu,Moisturisers,23.95,4.5,Normal,N,
klavuu-green-pearlsation-pha-calming-serum,Klavuu,Serum,21.95,5.0,Normal,N,
klavuu-special-care-pearl-glow-mask,Klavuu,Face Mask,25.95,5.0,Normal,N,
klavuu-clear-pearlsation-pha-calming-toner,klavuu,Toner,20.95,5.0,Normal,N,
klavuu-blue-pearlsation-one-day-8-cups-marine-collagen-aqua-toner,klavuu,Toner,20.45,4.0,Normal,N,
klavuu-blue-pearlsation-8-hydra-marine-ampoule,Klavuu,Serum,22.95,4.0,Normal,N,
klavuu-the-origin-ampoule-dipping-pad,Klavuu,Toner Pads,22.95,0.0,Dry,D,
klavuu-the-origin-ocean-essence-water-ocean-booster-shot,Klavuu,Toner,21.95,0.0,"Dry, Normal","D, N",
,,,,,Normal,N,
skincare-advice,Korean-Skincare,,0.0,3.86,Normal,N,
lador-la-pause-time-tox-ampoule,Lador,Serum,17.81,5.0,Normal,N,
lador-la-pause-blue-marine-hydro-ampoule-1,Lador,Serum,20.95,0.0,Normal,N,
lagom-cellus-sun-gel-sunscreen,Lagom,Sunscreen,24.95,0.0,Normal,N,
lagom-cellus-revive-essence-toner,Lagom,Toner,29.95,0.0,"Dry, Normal","D, N",
laneige-water-sleeping-mask-ex,Laneige,Face Mask,25.95,4.8,Normal,N,
laneige-cream-skin-refiner,Laneige,Toner,30.95,4.81,"Dry, Dehydrated, Sensitive, Normal","D, N","Deh, S"
laneige-glowy-makeup-serum,Laneige,Serum,29.95,4.48,Normal,N,
laneige-cica-sleeping-mask,Laneige,Face Mask,33.95,4.71,Normal,N,
laneige-water-bank-blue-hyaluronic-cleansing-foam,Laneige,Cleanser,31.34,4.5,"Combination, Normal, Dry","C, N, D",
laneige-radian-c-cream,Laneige,Moisturisers,30.95,5.0,Normal,N,
laneige-radian-c-sun-cream-spf50,Laneige,Sunscreen,22.48,0.0,"Sensitive, Dry",D,S
laneige-water-bank-blue-hyaluronic-cream,Laneige,Moisturisers,30.95,4.2,Normal,N,
laneige-perfect-renew-3x-skin-refiner-1,Laneige,Toner,49.95,5.0,"Anti-aging, Dry",D,Age
laneige-water-bank-blue-hyaluronic-essence-toner,Laneige,Toner,26.95,4.0,Normal,N,
laneige-water-bank-hydro-essence,Laneige,Essence,34.95,5.0,Normal,N,
laneige-water-bank-hydro-cream-ex,Laneige,Moisturisers,30.95,4.86,Normal,N,
laneige-cream-skin-refiner-mist,Laneige,Toner,21.45,4.9,Normal,N,
make-p-rem-safe-me-relief-moisture-cleansing-foam,Make P:rem,Cleanser,18.59,4.0,Normal,N,
make-p-rem-safe-me-relief-moisture-cream,Make P:rem,Moisturisers,29.95,5.0,Normal,N,
make-p-rem-safe-me-relief-moisture-cleansing-oil,Make P:rem,Cleanser,24.95,0.0,"Sensitive, Normal",N,S
make-p-rem-safe-me-relief-moisture-green-ampoule,Make P:rem,Serum,23.27,5.0,Normal,N,
make-p-rem-radiance-peeling-sleeping-pack,Make P:rem,Face Mask,34.95,4.0,Normal,N,
make-p-rem-chaga-concentrate-essence,Make P:rem,Essence,36.95,4.0,Normal,N,
make-p-rem-radiance-me-mild-essential-peeling,Make P:rem,Exfoliators,24.95,0.0,Normal,N,
mary-may-6-peptide-complex-serum,MARY & MAY,Serum,16.6,4.73,Normal,N,
mary-may-niacinamide-chaenomeles-sinensis-serum,MARY & MAY,Serum,14.64,4.42,Normal,N,
mary-may-multi-hyaluronics-serum,MARY & MAY,Serum,14.45,4.81,Normal,N,
mary-may-idebenone-blackberry-complex-intensive-total-care-cream,MARY & MAY,Moisturisers,19.54,4.68,Normal,N,
mary-may-marine-collagen-serum,MARY & MAY,Serum,16.6,4.67,Normal,N,
mary-may-cica-soothing-sun-cream-spf50-pa,MARY & MAY,Sunscreen,15.62,4.61,Normal,N,
mary-may-white-collagen-cleansing-foam,MARY & MAY,Cleanser,12.68,4.1,Normal,N,
mary-may-sensitive-soothing-gel-blemish-cream,MARY & MAY,Moisturisers,14.95,4.62,Normal,N,
mary-may-collagen-booster-lotion,MARY & MAY,Moisturisers,19.35,4.88,Normal,N,
mary-may-vitamine-b5-bifida-toner,MARY & MAY,Toner,14.64,4.95,Normal,N,
mary-may-collagen-peptide-vital-mask,MARY & MAY,Face Mask,25.29,4.62,Normal,N,
mary-may-idebenone-blackberry-complex-serum,MARY & MAY,Serum,17.61,4.27,Normal,N,
mary-may-vegan-peptide-bakuchiol-sun-stick-spf50-pa,MARY & MAY,Sunscreen,18.56,4.58,"Sensitive, Normal",N,S
mary-may-centella-asiatica-serum,MARY & MAY,Serum,14.64,4.4,Normal,N,
mary-may-houttuynia-cordata-tea-tree-serum,MARY & MAY,Serum,15.45,4.17,Normal,N,
mary-may-vitamine-c-bifida-lotion,MARY & MAY,Moisturisers,15.62,4.84,Normal,N,
mary-may-lemon-niacinamide-glow,MARY & MAY,Face Mask,22.95,4.33,Normal,N,
mary-may-houttuynia-cordata-tea-tree-cleansing-foam,MARY & MAY,Cleanser,13.95,4.68,Normal,N,
mary-may-rose-collagen-mist-serum-1,MARY & MAY,Serum,18.56,4.58,Normal,N,
mary-may-vegan-blackberry-complex-cream-essence,MARY & MAY,Essence,25.32,4.54,Normal,N,
mary-may-niacinamide-vitamin-c-brightening-mask,MARY & MAY,Face Mask,26.54,4.38,Normal,N,
vegan-niacinamide-panthenol-sun-cushion-spf50-pa,MARY & MAY,Sunscreen,24.44,4.12,"Dry, Dehydrated, Combination","D, C",Deh
mary-may-cica-houttuynia-tea-tree-calming-mask,MARY & MAY,Face Mask,21.55,4.71,Normal,N,
mary-may-calendula-peptide-ageless-sleeping-mask,MARY & MAY,Face Mask,22.48,5.0,"Dry, Normal","D, N",
mary-may-gluconolactone-pha-betula-alba-juice-cleansing-pad,MARY & MAY,Cleanser,21.95,4.5,Normal,N,
mary-may-citrus-unshiu-tremella-fuciformis-serum,MARY & MAY,Serum,17.58,4.33,Normal,N,
mary-may-hyaluronic-panthenol-hydra-mask,MARY & MAY,Face Mask,23.64,5.0,Normal,N,
vegan-blackberry-complex-multi-sun-balm-spf50-pa,MARY & MAY,Sunscreen,25.42,4.67,Dry,D,
mary-may-premium-idebenone-blackberry-complex-essence-mask,MARY & MAY,Face Mask,24.39,5.0,"Dry, Normal","D, N",
mary-may-vitamin-b-c-e-cleansing-balm,MARY & MAY,Cleanser,21.95,5.0,Dry,D,
mary-may-rose-hyaluronic-hydra-wash-off-pack,MARY & MAY,Face Mask,20.52,0.0,"Pore care, Dry, Normal","D, N",Pore
mary-may-cica-tea-tree-soothing-wash-off-pack,MARY & MAY,Face Mask,22.48,0.0,"Dry, Normal","D, N",
mary-may-vegan-cica-tea-tree-aha-pha-toner,MARY & MAY,Toner,22.51,0.0,Normal,N,
mary-may-vegan-primer-glow-sun-cream-spf50-pa,MARY & MAY,Sunscreen,12.68,5.0,"Sensitive, Normal",N,S
mary-may-blackberry-complex-glow-wash-off-pack,MARY & MAY,Face Mask,25.39,0.0,"Acne, Sensitive, Dry, Normal","D, N","A, S"
mary-may-vegan-low-ph-hyaluronic-gel-cleanser,MARY & MAY,Cleanser,21.95,0.0,"Acne, Dry, Normal","D, N",A
medicube-deep-vita-c-pad,Medicube,Toner,29.95,5.0,"Dry, Normal","D, N",
medicube-super-cica-toner-pad,Medicube,Toner,29.95,5.0,Normal,N,
medicube-zero-pore-pad-2-0,Medicube,Toner,29.95,5.0,Normal,N,
mediheal-n-m-f-aquaring-ampoule-mask,Mediheal,Face Mask,2.95,4.96,Normal,N,
mediheal-proatin-mask-p-ep,Mediheal,Face Mask,2.51,4.71,Normal,N,
mediheal-proatin-mask-d-na,Mediheal,Face Mask,2.51,4.67,Normal,N,
mediheal-w-h-p-white-hydrating-black-mask-ex,Mediheal,Face Mask,2.51,5.0,Normal,N,
mediheal-e-g-t-nourishing-ampoule-mask,Mediheal,Face Mask,2.51,4.83,Normal,N,
mediheal-p-d-f-ac-dressing-ampoule-mask,Mediheal,Face Mask,2.51,5.0,Normal,N,
mediheal-line-friends-i-p-i-lightmax,Mediheal,Face Mask,2.95,4.5,Normal,N,
mediheal-e-g-t-timetox-ampoule-mask-ex,Mediheal,Face Mask,2.51,5.0,Normal,N,
melixir-vegan-clarifying-foam-cleanser,Melixir,Cleanser,21.95,5.0,"Dry, Normal","D, N",
melixir-vegan-airfit-sunscreen,Melixir,Sunscreen,29.95,0.0,Normal,N,
melixir-vegan-balancing-toner,Melixir,Toner,27.95,0.0,"Sensitive, Normal",N,S
miguhara-anti-wrinkle-first-essence-origin,MIGUHARA,Essence,18.56,4.76,Normal,N,
miguhara-big-3-step-anti-wrinkle-mask-pack-origine,MIGUHARA,Face Mask,2.45,4.75,Normal,N,
miguhara-ultra-whitening-perfect-ample,MIGUHARA,Serum,29.95,5.0,Normal,N,
miguhara-big-3-step-whitening-sheet-mask-origin,MIGUHARA,Face Mask,3.86,4.46,Normal,N,
miguhara-anti-wrinkle-effect-ample-origin,MIGUHARA,Serum,28.36,5.0,Normal,N,
miguhara-2-step-aqua-balance-mask-pack,MIGUHARA,Face Mask,2.44,4.8,Normal,N,
miguhara-green-tea-calming-essence-cleansing-foam-origin,MIGUHARA,Cleanser,17.58,5.0,Normal,N,
miguhara-green-tea-calming-essence-toner-origin,MIGUHARA,Toner,29.34,5.0,Normal,N,
miguhara-hyalucollagen-moisturizer-origin,MIGUHARA,Moisturisers,29.95,5.0,Normal,N,
miguhara-daily-herb-sun-stick-spf50,MIGUHARA,Sunscreen,17.95,0.0,Normal,N,
miguhara-hyalucollagen-essence-mist-origin,MIGUHARA,Toner,18.95,5.0,Normal,N,
miguhara-green-tea-calming-essence-cream-origin,MIGUHARA,Moisturisers,26.89,5.0,Normal,N,
miguhara-aqua-balance-ampoule,MIGUHARA,Serum,28.95,5.0,Normal,N,
airy-fit-sheet-mask,Missha,Face Mask,1.89,4.68,Dry,D,
missha-all-around-safe-block-aqua-sun-gel-spf50-pa,Missha,Sunscreen,10.8,4.68,Normal,N,
missha-time-revolution-night-repair-ampoule-cream-5x,Missha,Moisturisers,35.95,4.72,Normal,N,
missha-time-revolution-night-repair-ampoule-5x,Missha,Serum,32.45,4.74,Normal,N,
missha-all-around-safe-block-essence-sun-milk-spf50-pa,Missha,Sunscreen,14.42,4.49,Normal,N,
missha-all-around-safe-block-essence-sun-ex,Missha,Sunscreen,13.95,4.61,Normal,N,
missha-all-around-safe-block-soft-finish-sun-milk,Missha,Sunscreen,16.96,4.27,Normal,N,
missha-time-revolution-night-repair-probio-ampoule,Missha,Serum,31.95,4.75,Normal,N,
missha-time-revolution-the-first-treatment-essence,Missha,Essence,34.24,4.51,Normal,N,
missha-time-revolution-the-first-essence-5x,Missha,Essence,34.95,4.59,Normal,N,
missha-glow-skin-balm,Missha,Moisturisers,25.95,4.59,Normal,N,
missha-all-around-safe-block-waterproof-sun-milk-spf50-pa,Missha,Sunscreen,13.69,4.46,Normal,N,
missha-time-revolution-artemisia-treatment-essence,Missha,Essence,22.48,4.41,Normal,N,
missha-vita-c-plus-spot-correcting-firming-ampoule,Missha,Serum,27.94,4.5,Normal,N,
missha-all-around-safe-block-cotton-sun-50ml-spf50-pa,Missha,Sunscreen,12.71,3.68,Normal,N,
missha-time-revolution-night-repair-ampoule-mask,Missha,Face Mask,4.21,5.0,Normal,N,
missha-vita-c-plus-clear-complexion-foaming-cleanser,Missha,Cleanser,15.95,4.7,Normal,N,
missha-vita-c-plus-spot-correcting-concentrate-ampoule,Missha,Serum,26.95,3.93,Normal,N,
missha-vita-c-plus-brightening-toner,Missha,Toner,27.95,4.5,Normal,N,
missha-premium-cica-aloe-soothing-gel,Missha,Moisturisers,8.76,4.91,Normal,N,
bee-pollen-renew-ampouler,Missha,Serum,28.36,5.0,Normal,N,
missha-time-revolution-artemisia-pack-foam-cleanser,Missha,Cleanser,11.95,4.0,Normal,N,
missha-time-revolution-the-first-all-day-cream,Missha,Moisturisers,29.95,4.83,Normal,N,
missha-time-revolution-artemisia-treatment-essence-spray,Missha,Toner,16.95,4.2,Normal,N,
bee-pollen-renew-cream,Missha,Moisturisers,22.95,5.0,Normal,N,
bee-pollen-renew-treatment,Missha,Toner,25.95,4.33,Normal,N,
missha-super-aqua-cell-renew-snail-hydro-gel-mask,Missha,Face Mask,3.95,0.0,Normal,N,
missha-vita-c-plus-spot-correcting-firming-cream,Missha,Moisturisers,24.95,5.0,Normal,N,
mixsoon-bean-essence,MIXSOON,Essence,25.39,4.59,Normal,N,
mixsoon-bean-cream,MIXSOON,Moisturisers,32.95,4.75,Normal,N,
mixsoon-glacier-water-hyaluronic-acid-serum,MIXSOON,Essence,18.95,4.74,"Acne, Sensitive, Normal",N,"A, S"
mixsoon-centella-mask,MIXSOON,Face Mask,2.95,4.86,Normal,N,
mixsoon-bean-cleansing-oil,MIXSOON,Cleanser,18.95,4.65,Normal,N,
mixsoon-centella-cleansing-water,MIXSOON,Cleanser,14.95,4.75,"Sensitive, Normal",N,S
mixsoon-soondy-centella-asiatica-essence,MIXSOON,Essence,22.95,4.65,"Irritated skin, Irritated skin, Dry",D,"I, I"
mixsoon-centella-sun-cream-spf-50,MIXSOON,Sunscreen,21.95,4.0,Normal,N,
mixsoon-bifida-mask,MIXSOON,Face Mask,2.95,4.7,"Sensitive, Acne, Normal",N,"S, A"
mixsoon-centella-cleansing-foam,MIXSOON,Cleanser,14.95,5.0,"Acne, Normal",N,A
mixsoon-centella-asiatica-toner,MIXSOON,Toner,18.95,4.7,Normal,N,
mixsoon-calming-boosting-mist,MIXSOON,Toner,18.95,4.0,"Acne, Sensitive, Normal",N,"A, S"
mixsoon-galactomyces-ferment-essence,MIXSOON,Essence,31.95,5.0,"Dry, Sensitive, Normal","D, N",S
mixsoon-bifida-ferment-essence,MIXSOON,Essence,31.95,4.5,Normal,N,
mixsoon-bifida-toner,MIXSOON,Toner,11.95,3.5,"Acne, Sensitive, Normal",N,"A, S"
mixsoon-mung-bean-seed-essence,MIXSOON,Essence,24.95,0.0,"Sensitive, Acne, Normal",N,"S, A"
mixsoon-bean-toner,MIXSOON,Toner,18.95,5.0,"Sensitive, Acne, Normal",N,"S, A"
mixsoon-pore-tory-clay-pack,MIXSOON,Exfoliators,18.95,5.0,Normal,N,
mixsoon-master-deep-barrier-mask,MIXSOON,Face Mask,2.95,4.0,"Sensitive, Normal",N,S
mixsoon-h-c-t-bubble-cleanser,MIXSOON,Cleanser,22.95,5.0,"Acne, Acne, Normal",N,"A, A"
mixsoon-master-serum,MIXSOON,Serum,37.95,5.0,Normal,N,
mixsoon-bifida-cream,MIXSOON,Moisturisers,32.95,3.33,Dry,D,
mixsoon-bean-stick-balm,MIXSOON,Multi Balm,34.95,5.0,"Normal, Combination, Dry","N, C, D",
mixsoon-collagen-powder,MIXSOON,Toner,11.95,4.0,"Acne, Sensitive, Normal",N,"A, S"
mixsoon-centella-stick-balm,MIXSOON,Multi Balm,34.95,4.8,Normal,N,
mixsoon-glacier-water-ice-soothing-gel,MIXSOON,Moisturisers,32.95,4.0,"Acne, Sensitive, Normal",N,"A, S"
mixsoon-reishi-mushroom-essence,MIXSOON,Essence,24.95,5.0,"Acne, Sensitive, Normal",N,"A, S"
mixsoon-h-c-t-mist,MIXSOON,Toner,28.95,5.0,Normal,N,
mixsoon-vitamin-c-powder,MIXSOON,Toner,12.95,0.0,Normal,N,
mixsoon-panax-ginseng-root-essence,MIXSOON,Essence,31.95,5.0,Normal,N,
mixsoon-bifida-toner-pad,MIXSOON,Toner,23.95,0.0,"Dry, Sensitive, Normal","D, N",S
mixsoon-galactomyces-toner-pad,MIXSOON,Toner,23.95,5.0,Normal,N,
mixsoon-centella-toner-pad,MIXSOON,Toner,23.95,0.0,"Acne, Dry, Normal","D, N",A
mixsoon-bean-toner-pad,MIXSOON,Toner,23.95,4.5,"Dry, Normal","D, N",
mixsoon-heartleaf-toner,MIXSOON,Toner,18.95,4.0,"Acne, Sensitive, Normal",N,"A, S"
mixsoon-cicatree-clean-toner,MIXSOON,Toner,18.95,5.0,Normal,N,
mixsoon-beta-glucan-essence,MIXSOON,Essence,31.95,0.0,"Acne, Sensitive, Dry, Normal","D, N","A, S"
mixsoon-soybean-milk-pad,MIXSOON,Toner,18.95,0.0,"Sensitive, Dry, Normal","D, N",S
mixsoon-hinoki-essence,MIXSOON,Essence,31.95,5.0,"Acne, Acne, Normal",N,"A, A"
mixsoon-h-c-t-essence,MIXSOON,Essence,31.95,0.0,"Acne, Normal",N,A
mixsoon-lotus-flower-essence,MIXSOON,Essence,31.95,0.0,"Acne, Sensitive, Normal",N,"A, S"
mixsoon-h-c-t-toner,MIXSOON,Toner,27.95,0.0,"Acne, Normal",N,A
mixsoon-galactomyces-toner,MIXSOON,Toner,23.95,0.0,"Sensitive, Normal",N,S
mixsoon-heartleaf-essence,MIXSOON,Essence,31.95,4.0,"Acne, Sensitive, Normal",N,"A, S"
mixsoon-noni-fruit-essence,MIXSOON,Essence,31.95,0.0,"Acne, Sensitive, Normal",N,"A, S"
mixsoon-h-c-t-bubble-toner,MIXSOON,Toner,29.95,0.0,"Acne, Sensitive, Normal",N,"A, S"
mizon-joyful-time-essence-mask,MIZON,Face Mask,1.95,4.74,Normal,N,
mizon-collagen-power-firming-enriched-cream,Mizon,Moisturisers,22.95,4.66,Normal,N,
all-in-one-snail-repair-cream,Mizon,Moisturisers,23.95,4.55,Normal,N,
mizon-snail-repairing-foam-cleanser,Mizon,Cleanser,7.95,4.43,Normal,N,
mizon-snail-repair-intensive-ampoule,Mizon,Serum,19.95,4.62,Normal,N,
mizon-peptide-ampoule-cream,Mizon,Moisturisers,16.95,4.46,Normal,N,
mizon-hyaluronic-acid-100,Mizon,Serum,18.95,4.65,Normal,N,
mizon-black-snail-all-in-one-cream,Mizon,Moisturisers,20.95,4.54,Normal,N,
mizon-collagen-power-lifting-emulsion,Mizon,Moisturisers,21.95,4.67,Normal,N,
mizon-good-night-wrinkle-care-sleeping-mask,Mizon,Moisturisers,18.95,4.33,Normal,N,
mizon-one-step-cleansing-water,Mizon,Cleanser,19.95,4.79,Normal,N,
mizon-snail-wrinkle-care-sleeping-pack,Mizon,Moisturisers,17.95,5.0,Normal,N,
mizon-original-skin-energy-collagen-100,Mizon,Serum,22.95,4.71,Normal,N,
mizon-hyaluronic-acid-sherbet-deep-cleansing-foam,Mizon,Cleanser,8.95,4.83,Normal,N,
mizon-real-vitamin-c-ampoule,Mizon,Serum,31.45,4.41,Normal,N,
mizon-peptide-500,Mizon,Serum,25.95,4.82,Normal,N,
mizon-collagen-power-lifting-toner,Mizon,Toner,20.95,4.47,Normal,N,
mizon-acence-blemish-out-pink-spot,Mizon,Serum,17.95,3.64,Normal,N,
mizon-snail-recovery-gel-cream,Mizon,Moisturisers,13.95,4.76,Normal,N,
mizon-hyaluronic-ultra-suboon-cream,Mizon,Moisturisers,8.95,4.75,Normal,N,
mizon-snail-repair-intensive-essence,Mizon,Essence,23.95,4.5,Normal,N,
mizon-aha-bha-daily-clean-toner,Mizon,Toner,15.95,4.3,Normal,N,
mizon-vita-lemon-sparkling-peeling-gel,Mizon,Exfoliators,21.95,4.75,Normal,N,
mizon-water-volume-ex-first-cream,Mizon,Moisturisers,13.95,4.5,Normal,N,
mizon-apple-smoothie-peeling-gel,Mizon,Exfoliators,13.95,4.71,Normal,N,
mizon-cicaluronic-non-nano-sunblock-spf50-pa,Mizon,Sunscreen,13.95,3.67,"Dry, Sensitive, Normal","D, N",S
mizon-water-volume-aqua-gel-cream,Mizon,Moisturisers,9.95,4.56,Normal,N,
mizon-aha-8-peeling-serum,Mizon,Serum,20.95,5.0,Normal,N,
mizon-placenta-ampoule-cream,Mizon,Moisturisers,19.95,4.33,Normal,N,
mizon-snail-silky-deep-cleansing-foam,Mizon,Cleanser,12.95,5.0,Normal,N,
mizon-snail-silky-peeling-scrub,Mizon,Exfoliators,16.95,4.8,Normal,N,
mizon-night-repair-seruming-ampoule,Mizon,Serum,23.95,4.5,Normal,N,
mizon-skin-power-original-first-essence,Mizon,Toner,23.95,4.62,Normal,N,
mizon-hyaluronic-acid-sherbet-peeling-scrub,Mizon,Exfoliators,16.95,4.8,Normal,N,
mizon-pore-fresh-mild-acid-gel-cleanser,Mizon,Cleanser,16.95,3.0,Normal,N,
mizon-vita-lemon-sparkling-toner,Mizon,Toner,17.95,4.0,Normal,N,
fresh-herb-origin-serum,NACIFIC,Serum,19.54,4.68,"Pigmentation, Dry, Normal","D, N",P
nacific-niacinamide-brightening-mask,NACIFIC,Face Mask,2.88,5.0,"Sensitive, Dry, Normal","D, N",S
nacific-fresh-herb-origin-cream,NACIFIC,Moisturisers,21.98,5.0,Normal,N,
nacific-pink-aha-bha-cream,NACIFIC,Moisturisers,23.95,5.0,Normal,N,
nacific-vita-ceramide-moisture-mask,NACIFIC,Face Mask,2.95,4.0,Normal,N,
nacific-pink-aha-bha-serum,NACIFIC,Serum,22.96,5.0,Normal,N,
nacific-pink-aha-bha-toner,NACIFIC,Toner,20.95,5.0,Normal,N,
nacific-cica-tea-tree-relaxing-mask,NACIFIC,Face Mask,2.95,4.5,"Acne, Normal",N,A
nacific-fresh-herb-origin-toner,NACIFIC,Toner,18.95,5.0,Normal,N,
nacific-real-calendula-floral-air-cream,NACIFIC,Moisturisers,22.95,4.67,Normal,N,
nacific-sun-essence-spf50-pa,NACIFIC,Sunscreen,17.95,5.0,"Dry, Sensitive, Normal","D, N",S
nacific-fresh-herb-origin-mist-serum,NACIFIC,Serum,23.95,0.0,"Dry, Dry","D, D",
soothing-moisture-aloe-vera-92-gel,Nature Republic,Moisturisers,12.95,5.0,Normal,N,
nature-republic-aloe-vera-soothing-gel-mist,Nature Republic,Toner,10.95,5.0,"Dry, Normal","D, N",
nature-republic-blackhead-clear-nose-pack,Nature Republic,Face Mask,6.76,3.71,Normal,N,
nature-republic-aloe-vera-soothing-toner,Nature Republic,Toner,12.95,5.0,Normal,N,
nature-republic-super-aqua-max-deep-moisture-sleeping-pack,Nature Republic,Face Mask,16.95,0.0,Normal,N,
nature-republic-califonia-aloe-daily-moisture-sunblock-spf50-pa,Nature Republic,Sunscreen,14.95,0.0,Normal,N,
needly-daily-toner-pad,Needly,Toner Pads,22.95,4.36,"Acne, Dry, Normal","D, N",A
needly-mild-cleansing-gel,Needly,Cleanser,21.95,5.0,"Pore care, Normal",N,Pore
needly-sleeping-lip-mask,needly,Moisturisers,11.95,4.0,Normal,N,
needly-peony-jelly-mask,Needly,Face Mask,3.95,5.0,Normal,N,
needly-cicachid-relief-cream,Needly,Moisturisers,29.95,5.0,"Dry, Normal","D, N",
needly-daily-toner-mask,Needly,Face Mask,23.95,4.5,"Acne, Dry, Normal","D, N",A
needly-cicachid-chilling-pad,Needly,Toner Pads,23.95,5.0,"Acne, Dry, Normal","D, N",A
needly-mild-micellar-cleansing-water,Needly,Cleanser,20.95,0.0,"Acne, Sensitive, Normal",N,"A, S"
needly-vita-c-glow-jelly-pad,Needly,Toner Pads,22.95,5.0,"Acne, Normal",N,A
needly-mild-deep-cleansing-oil,Needly,Cleanser,26.95,3.0,"Pore care, Combination, Normal, Dry","C, N, D",Pore
needly-crossbarrier-toner,Needly,Toner,29.95,0.0,"Sensitive, Dry",D,S
needly-panthenol-water-gel-cream,Needly,Moisturisers,30.95,0.0,"Dry, Sensitive, Normal","D, N",S
needly-cicachid-relaxing-mist,Needly,Toner,21.95,5.0,"Dry, Normal","D, N",
needly-mild-cleansing-balm,Needly,Cleanser,22.48,5.0,"Normal, Dry, Combination","N, D, C",
needly-daily-toner,Needly,Toner,23.95,0.0,"Acne, Dry, Normal","D, N",A
needly-ph-balancing-toner,Needly,Toner,25.95,0.0,"Dry, Normal","D, N",
needly-crossbarrier-cream,Needly,Moisturisers,31.95,0.0,Dry,D,
needly-ph-balancing-essence-lotion,Needly,Toner,25.95,0.0,"Sensitive, Dry",D,S
needly-ampoule-real-active-panthenol-plus,Needly,Serum,26.95,0.0,"Acne, Sensitive, Normal",N,"A, S"
needly-cicachid-soothing-ampoule,Needly,Serum,25.95,0.0,"Dry, Normal","D, N",
day-light-protection-airy-sunscreen-spf50-pa,NEOGEN,Sunscreen,23.45,4.67,Normal,N,
neogen-dermalogy-real-vita-c-serum,NEOGEN,Serum,33.95,4.55,Normal,N,
real-fresh-foam-green-tea,NEOGEN,Cleanser,16.95,4.75,Normal,N,
neogen-dermalogy-bio-peel-gauze-green-tea,NEOGEN,Exfoliators,23.95,4.95,Normal,N,
bio-peel-gauze-peeling,NEOGEN,Exfoliators,23.46,4.48,Normal,N,
dermalogy-real-ferment-micro-essence,NEOGEN,Essence,29.95,4.94,Normal,N,
neogen-probiotics-youth-repair-cream,NEOGEN,Moisturisers,31.3,4.83,Normal,N,
neogen-wine-lift-pha-gauze-peeling,NEOGEN,Exfoliators,23.95,5.0,Normal,N,
copy-of-dermalogy-bio-peel-gauze-peeling-lemon,NEOGEN,Exfoliators,23.46,4.95,Normal,N,
neogen-dermalogy-probiotics-youth-repair-mist,NEOGEN,Toner,25.95,4.25,Normal,N,
real-fresh-foam-cranberry,NEOGEN,Cleanser,16.95,4.42,Normal,N,
neogen-probiotics-double-action-serum,NEOGEN,Serum,34.24,4.75,Normal,N,
neogen-probiotics-relief-mask,NEOGEN,Face Mask,4.95,4.67,Normal,N,
neogen-vita-duo-cream,NEOGEN,Moisturisers,29.95,4.83,Normal,N,
real-fresh-foam-blueberry,NEOGEN,Cleanser,16.95,5.0,Normal,N,
neogen-real-fresh-foam-heartleaf,NEOGEN,Cleanser,16.6,4.71,Normal,N,
neogen-probiotics-relief-cream,NEOGEN,Moisturisers,33.26,4.86,Normal,N,
neogen-real-flower-cleansing-water-calendula,NEOGEN,Cleanser,17.95,4.5,Normal,N,
neogen-real-ferment-micro-toner,NEOGEN,Toner,25.95,3.5,Normal,N,
neogen-real-polish-honey-sugar,NEOGEN,Face Mask,17.95,5.0,Normal,N,
real-flower-cleansing-water-rose,NEOGEN,Cleanser,17.95,3.5,Normal,N,
h2-dermadeca-serum-spray,NEOGEN,Toner,18.95,0.0,Normal,N,
neogen-real-ferment-micro-serum,NEOGEN,Serum,29.04,0.0,"Sensitive, Dry, Normal","D, N",S
neogen-calming-cicatree-micellar-cleansing-oil,NEOGEN,Cleanser,29.95,0.0,"Normal, Dry","N, D",
neos-lab-fluid-cream-cleanser,Neos:lab,Cleanser,15.95,4.5,"Dry, Normal","D, N",
neos-lab-liquid-enhancer-peptide,Neos:lab,Serum,18.95,5.0,"Dry, Normal","D, N",
neos-lab-liquid-enhancer-pre-probiotics,Neos:lab,Serum,18.95,5.0,"Sensitive, Dry, Normal","D, N",S
neos-lab-essence-locker-lipidcera,Neos:lab,Moisturisers,18.95,5.0,Dry,D,
neos-lab-ph-balancer,Neos:lab,Toner,15.95,4.0,"Dry, Sensitive, Normal","D, N",S
neos-lab-liquid-enhancer-pycnogenol,Neos:lab,Serum,18.95,3.0,Dry,D,
nine-less-b-boost-a-control-10-azelaic-acid-serum-copy,Nine Less,Serum,17.94,4.75,"Acne, Normal",N,A
nine-less-essentials-uv-shield-soothing-sun-cream-spf-50-pa,Nine Less,Sunscreen,18.37,4.15,Normal,N,
nine-less-b-boost-10-niacinamide-serum,Nine Less,Serum,17.94,5.0,"Dry, Acne, Sensitive, Normal","D, N","A, S"
