product,vendor,category,price,ranking,skin_type
yadah-be-my-lip-lacquer,Yadah,Lip Care,11.65,4.67,All skin types
yadah-revitalizing-jelly-pack,Yadah,Face Mask,1.95,5.0,All skin types
yadah-cactus-body-lotion,Yadah,Body Care,14.94,5.0,All skin types
yadah-be-my-cushion,Yadah,Make-up,20.95,4.33,All skin types
yadah-red-food-energy-eye-patch,Yadah,Eye Care,23.34,4.0,All skin types
yadah-cactus-toner,Yadah,Toner,15.94,0.0,All skin types
yadah-soothing-jelly-pack,Yadah,Face Mask,1.95,4.0,All skin types
yadah-anti-t-red-zero-spot-cream,Yadah,Moisturisers,15.62,0.0,All skin types
yadah-cactus-cream,Yadah,Moisturisers,19.95,5.0,All skin types
yadah-red-energy-eye-cream,YADAH,Eye Care,27.95,5.0,All skin types
yadah-brightening-jelly-pack,Yadah,Face Mask,2.51,5.0,All skin types
yadah-anti-trouble-bubble-cleanser,Yadah,Cleanser,14.41,0.0,All skin types
yadah-cactus-toner-pads,YADAH,Toner,18.56,0.0,All skin types
yadah-anti-t-toner,YADAH,Essence,17.44,3.0,All skin types
yadah-anti-t-cream,Yadah,Moisturisers,23.95,0.0,All skin types
yadah-anti-t-emulsion,Yadah,Moisturisers,20.95,4.0,All skin types
9wishes-mega-vitamin-ampule-serum,9wishes,Serum,14.65,4.5,All skin types
